Memory Stats

Group, Name, MB, KB, Bytes
ROM::src/battle_anim_dark.o, AnimTask_SetGrayscaleOrOriginalPal, 0, 0, 24
ROM::src/battle_anim_dark.o, AnimTask_InitMementoShadow, 0, 0, 22
ROM::src/battle_anim_dark.o, AnimTask_AttackerFadeFromInvisible, 0, 0, 20
ROM::src/battle_anim_dark.o, AnimTask_MementoHandleBg, 0, 0, 17

ROM::src/field_control_avatar.o, TOTAL, 0, 0, 597
ROM::src/field_control_avatar.o, GetInteractedLinkPlayerScript, 0, 0, 223
ROM::src/field_control_avatar.o, RestartWildEncounterImmunitySteps, 0, 0, 169
ROM::src/field_control_avatar.o, ProcessPlayerFieldInput, 0, 0, 89
ROM::src/field_control_avatar.o, FieldGetPlayerInput, 0, 0, 33
ROM::src/field_control_avatar.o, TrySetDiveWarp, 0, 0, 19
ROM::src/field_control_avatar.o, TryDoDiveWarp, 0, 0, 15
ROM::src/field_control_avatar.o, GetCoordEventScriptAtMapPosition, 0, 0, 15
ROM::src/field_control_avatar.o, ClearPoisonStepCounter, 0, 0, 11
ROM::src/field_control_avatar.o, GetObjectEventScriptPointerPlayerFacing, 0, 0, 7
ROM::src/field_control_avatar.o, FieldClearPlayerInput, 0, 0, 5

ROM::src/rogue_questmenu.o, TOTAL, 0, 0, 597
ROM::src/rogue_questmenu.o, Rogue_IsQuestMenuOverviewActive, 0, 0, 3

ROM::src/pokenav_match_call_gfx.o, TOTAL, 0, 0, 590
ROM::src/pokenav_match_call_gfx.o, FreeMatchCallSubstruct2, 0, 0, 333
ROM::src/pokenav_match_call_gfx.o, OpenMatchCall, 0, 0, 7
ROM::src/pokenav_match_call_gfx.o, CreateMatchCallLoopedTask, 0, 0, 6
ROM::src/pokenav_match_call_gfx.o, IsMatchCallLoopedTaskActive, 0, 0, 2

ROM::src/pokenav_menu_handler_gfx.o, TOTAL, 0, 0, 578
ROM::src/pokenav_menu_handler_gfx.o, FreeMenuHandlerSubstruct2, 0, 0, 545
ROM::src/pokenav_menu_handler_gfx.o, OpenPokenavMenuNotInitial, 0, 0, 10
ROM::src/pokenav_menu_handler_gfx.o, CreateMenuHandlerLoopedTask, 0, 0, 6
ROM::src/pokenav_menu_handler_gfx.o, OpenPokenavMenuInitial, 0, 0, 3
ROM::src/pokenav_menu_handler_gfx.o, IsMenuHandlerLoopedTaskActive, 0, 0, 2

ROM::src/battle_bg.o, TOTAL, 0, 0, 578
ROM::src/battle_bg.o, InitLinkBattleVsScreen, 0, 0, 124
ROM::src/battle_bg.o, DrawMainBattleBackground, 0, 0, 117
ROM::src/battle_bg.o, LoadBattleTextboxAndBackground, 0, 0, 90
ROM::src/battle_bg.o, DrawBattleEntryBackground, 0, 0, 78
ROM::src/battle_bg.o, BattleInitBgsAndWindows, 0, 0, 15
ROM::src/battle_bg.o, LoadBattleMenuWindowGfx, 0, 0, 12
ROM::src/battle_bg.o, InitBattleBgsVideo, 0, 0, 7

ROM::src/match_call.o, TOTAL, 0, 0, 577
ROM::src/match_call.o, SelectMatchCallMessage, 0, 0, 249
ROM::src/match_call.o, IsMatchCallTaskActive, 0, 0, 212
ROM::src/match_call.o, InitMatchCallCounters, 0, 0, 61
ROM::src/match_call.o, BufferPokedexRatingForMatchCall, 0, 0, 32
ROM::src/match_call.o, TryStartMatchCall, 0, 0, 9
ROM::src/match_call.o, LoadMatchCallWindowGfx, 0, 0, 8
ROM::src/match_call.o, StartMatchCallFromScript, 0, 0, 2

ROM::src/battle_intro.o, TOTAL, 0, 0, 576
ROM::src/battle_intro.o, HandleIntroSlide, 0, 0, 471
ROM::src/battle_intro.o, SetAnimBgAttribute, 0, 0, 34
ROM::src/battle_intro.o, GetAnimBgAttribute, 0, 0, 18

ROM::src/battle_factory.o, TOTAL, 0, 0, 566
ROM::src/battle_factory.o, CallBattleFactoryFunction, 0, 0, 433
ROM::src/battle_factory.o, FillFactoryBrainParty, 0, 0, 84
ROM::src/battle_factory.o, InBattleFactory, 0, 0, 18
ROM::src/battle_factory.o, GetAiScriptsInBattleFactory, 0, 0, 14
ROM::src/battle_factory.o, GetNumPastRentalsRank, 0, 0, 8
ROM::src/battle_factory.o, GetFactoryMonFixedIV, 0, 0, 5

ROM::src/save.o, TOTAL, 0, 0, 559
ROM::src/save.o, Save_ResetSaveCounters, 0, 0, 368
ROM::src/save.o, HandleSavingData, 0, 0, 38
ROM::src/save.o, LoadGameSave, 0, 0, 17
ROM::src/save.o, GetSaveBlocksPointersBaseOffset, 0, 0, 16
ROM::src/save.o, WriteSaveBlock1Sector, 0, 0, 11
ROM::src/save.o, TryReadSpecialSaveSector, 0, 0, 11
ROM::src/save.o, TryWriteSpecialSaveSector, 0, 0, 10
ROM::src/save.o, TrySavingData, 0, 0, 9
ROM::src/save.o, WriteSaveBlock2, 0, 0, 8
ROM::src/save.o, LinkFullSave_WriteSector, 0, 0, 6
ROM::src/save.o, ClearSaveData, 0, 0, 6
ROM::src/save.o, LinkFullSave_Init, 0, 0, 5
ROM::src/save.o, LinkFullSave_ReplaceLastSector, 0, 0, 5
ROM::src/save.o, LinkFullSave_SetLastSectorSecurity, 0, 0, 5

ROM::src/battle_anim_psychic.o, TOTAL, 0, 0, 559
ROM::src/battle_anim_psychic.o, AnimTask_ImprisonOrbs, 0, 0, 86
ROM::src/battle_anim_psychic.o, AnimTask_SkillSwap, 0, 0, 68
ROM::src/battle_anim_psychic.o, AnimTask_ExtrasensoryDistortion, 0, 0, 68
ROM::src/battle_anim_psychic.o, AnimTask_Teleport, 0, 0, 32
ROM::src/battle_anim_psychic.o, AnimTask_MeditateStretchAttacker, 0, 0, 13

ROM::src/pokenav_conditions_gfx.o, TOTAL, 0, 0, 556
ROM::src/pokenav_conditions_gfx.o, IsConditionGraphMenuLoopedTaskActive, 0, 0, 357
ROM::src/pokenav_conditions_gfx.o, MonMarkingsCallback, 0, 0, 91
ROM::src/pokenav_conditions_gfx.o, MonPicGfxSpriteCallback, 0, 0, 63
ROM::src/pokenav_conditions_gfx.o, FreeConditionGraphMenuSubstruct2, 0, 0, 14
ROM::src/pokenav_conditions_gfx.o, OpenConditionGraphMenu, 0, 0, 11
ROM::src/pokenav_conditions_gfx.o, CreateConditionGraphMenuLoopedTask, 0, 0, 7
ROM::src/pokenav_conditions_gfx.o, HighlightCurrentPartyIndexPokeball, 0, 0, 7

ROM::src/pokenav_ribbons_summary.o, TOTAL, 0, 0, 548
ROM::src/pokenav_ribbons_summary.o, FreeRibbonsSummaryScreen1, 0, 0, 152
ROM::src/pokenav_ribbons_summary.o, PokenavCallback_Init_RibbonsSummaryMenu, 0, 0, 10
ROM::src/pokenav_ribbons_summary.o, OpenRibbonsSummaryMenu, 0, 0, 7
ROM::src/pokenav_ribbons_summary.o, CreateRibbonsSummaryLoopedTask, 0, 0, 6
ROM::src/pokenav_ribbons_summary.o, GetRibbonsSummaryMenuCallback, 0, 0, 3
ROM::src/pokenav_ribbons_summary.o, IsRibbonsSummaryLoopedTaskActive, 0, 0, 2

ROM::src/fieldmap.o, TOTAL, 0, 0, 545
ROM::src/fieldmap.o, InitTrainerHillMap, 0, 0, 114
ROM::src/fieldmap.o, SaveMapView, 0, 0, 90
ROM::src/fieldmap.o, CameraMove, 0, 0, 69
ROM::src/fieldmap.o, MapGridSetMetatileImpassabilityAt, 0, 0, 38
ROM::src/fieldmap.o, GetMapBorderIdAt, 0, 0, 29
ROM::src/fieldmap.o, CanCameraMoveInDirection, 0, 0, 25
ROM::src/fieldmap.o, GetConnectionAtCoords, 0, 0, 23
ROM::src/fieldmap.o, MapGridGetMetatileIdAt, 0, 0, 19
ROM::src/fieldmap.o, LoadTilesetPalette, 0, 0, 17
ROM::src/fieldmap.o, MapGridIsImpassableAt, 0, 0, 14
ROM::src/fieldmap.o, MapGridGetElevationAt, 0, 0, 13
ROM::src/fieldmap.o, GetMetatileAttributesById, 0, 0, 10
ROM::src/fieldmap.o, MapGridSetMetatileIdAt, 0, 0, 9
ROM::src/fieldmap.o, InitMapFromSavedGame, 0, 0, 7
ROM::src/fieldmap.o, MapGridSetMetatileEntryAt, 0, 0, 7
ROM::src/fieldmap.o, InitBattlePyramidMap, 0, 0, 7
ROM::src/fieldmap.o, GetCameraFocusCoords, 0, 0, 5
ROM::src/fieldmap.o, GetPostCameraMoveMapBorderId, 0, 0, 5
ROM::src/fieldmap.o, CopyMapTilesetsToVram, 0, 0, 5
ROM::src/fieldmap.o, CopySecondaryTilesetToVramUsingHeap, 0, 0, 4
ROM::src/fieldmap.o, InitMap, 0, 0, 4
ROM::src/fieldmap.o, SetCameraFocusCoords, 0, 0, 3
ROM::src/fieldmap.o, MapGridGetMetatileLayerTypeAt, 0, 0, 3
ROM::src/fieldmap.o, MapGridGetMetatileBehaviorAt, 0, 0, 3
ROM::src/fieldmap.o, GetCameraCoords, 0, 0, 2
ROM::src/fieldmap.o, CopyPrimaryTilesetToVram, 0, 0, 2
ROM::src/fieldmap.o, CopySecondaryTilesetToVram, 0, 0, 2
ROM::src/fieldmap.o, LoadSecondaryTilesetPalette, 0, 0, 2
ROM::src/fieldmap.o, GetMapHeaderFromConnection, 0, 0, 2

ROM::src/bike.o, TOTAL, 0, 0, 535
ROM::src/bike.o, MovePlayerOnBike, 0, 0, 347
ROM::src/bike.o, Bike_TryAcroBikeHistoryUpdate, 0, 0, 86
ROM::src/bike.o, RS_IsRunningDisallowed, 0, 0, 33
ROM::src/bike.o, GetPlayerSpeed, 0, 0, 12
ROM::src/bike.o, GetOnOffBike, 0, 0, 10
ROM::src/bike.o, Bike_HandleBumpySlopeJump, 0, 0, 10
ROM::src/bike.o, IsBikingDisallowedByPlayer, 0, 0, 9
ROM::src/bike.o, BikeClearState, 0, 0, 8
ROM::src/bike.o, IsPlayerNotUsingAcroBikeOnBumpySlope, 0, 0, 7
ROM::src/bike.o, Bike_UpdateBikeCounterSpeed, 0, 0, 4

ROM::src/pokenav_list.o, TOTAL, 0, 0, 530
ROM::src/pokenav_list.o, PokenavList_DrawCurrentItemIcon, 0, 0, 290
ROM::src/pokenav_list.o, DestroyPokenavList, 0, 0, 127
ROM::src/pokenav_list.o, CreatePokenavList, 0, 0, 10
ROM::src/pokenav_list.o, PokenavList_PageDown, 0, 0, 10
ROM::src/pokenav_list.o, PrintCheckPageInfo, 0, 0, 8
ROM::src/pokenav_list.o, PokenavList_MoveCursorDown, 0, 0, 8
ROM::src/pokenav_list.o, PokenavList_PageUp, 0, 0, 8
ROM::src/pokenav_list.o, PokenavList_MoveCursorUp, 0, 0, 6
ROM::src/pokenav_list.o, PokenavList_EraseListForCheckPage, 0, 0, 6
ROM::src/pokenav_list.o, PokenavList_ReshowListFromCheckPage, 0, 0, 6
ROM::src/pokenav_list.o, PokenavList_IsMoveWindowTaskActive, 0, 0, 5
ROM::src/pokenav_list.o, PokenavList_IsTaskActive, 0, 0, 3
ROM::src/pokenav_list.o, PokenavList_GetSelectedIndex, 0, 0, 2
ROM::src/pokenav_list.o, IsCreatePokenavListTaskActive, 0, 0, 2
ROM::src/pokenav_list.o, PokenavList_GetTopIndex, 0, 0, 1

ROM::src/move_relearner.o, TOTAL, 0, 0, 522
ROM::src/move_relearner.o, GetNumberOfRelearnableMovesForContext, 0, 0, 435
ROM::src/move_relearner.o, TeachMoveRelearnerMove, 0, 0, 25
ROM::src/move_relearner.o, TeachMoveFromContext, 0, 0, 5
ROM::src/move_relearner.o, TeachMoveSetContextRelearnMove, 0, 0, 1
ROM::src/move_relearner.o, TeachMoveSetContextEggMove, 0, 0, 1
ROM::src/move_relearner.o, TeachMoveSetContextTutorMove, 0, 0, 1

ROM::src/pokeblock_feed.o, TOTAL, 0, 0, 516

ROM::src/script_menu.o, TOTAL, 0, 0, 512
ROM::src/script_menu.o, ScriptMenu_CreateLilycoveSSTidalMultichoice, 0, 0, 102
ROM::src/script_menu.o, ScriptMenu_MultichoiceWithDefault, 0, 0, 90
ROM::src/script_menu.o, ScriptMenu_CreateStartMenuForPokenavTutorial, 0, 0, 54
ROM::src/script_menu.o, ScriptMenu_MultichoiceGrid, 0, 0, 53
ROM::src/script_menu.o, ScriptMenu_CreatePCMultichoice, 0, 0, 53
ROM::src/script_menu.o, ClearToTransparentAndRemoveWindow, 0, 0, 32
ROM::src/script_menu.o, ScriptMenu_ShowPokemonPic, 0, 0, 24
ROM::src/script_menu.o, ScriptMenu_Multichoice, 0, 0, 19
ROM::src/script_menu.o, IsScriptActive, 0, 0, 18
ROM::src/script_menu.o, GetLilycoveSSTidalSelection, 0, 0, 17
ROM::src/script_menu.o, CreateWindowFromRect, 0, 0, 11
ROM::src/script_menu.o, ScriptMenu_HidePokemonPic, 0, 0, 11
ROM::src/script_menu.o, ScriptMenu_YesNo, 0, 0, 7
ROM::src/script_menu.o, ScriptMenu_DisplayPCStartupPrompt, 0, 0, 6
ROM::src/script_menu.o, ScriptMenu_MultichoiceLength, 0, 0, 3
ROM::src/script_menu.o, ConvertPixelWidthToTileWidth, 0, 0, 3
ROM::src/script_menu.o, DisplayTextAndGetWidth, 0, 0, 2

ROM::src/lilycove_lady.o, TOTAL, 0, 0, 512
ROM::src/lilycove_lady.o, GetQuizAuthor, 0, 0, 65
ROM::src/lilycove_lady.o, QuizLadyClearQuestionForRecordMix, 0, 0, 50
ROM::src/lilycove_lady.o, FieldCallback_FavorLadyEnableScriptContexts, 0, 0, 40
ROM::src/lilycove_lady.o, Script_GetLilycoveLadyId, 0, 0, 31
ROM::src/lilycove_lady.o, GivePokeblockToContestLady, 0, 0, 27
ROM::src/lilycove_lady.o, Script_FavorLadyOpenBagMenu, 0, 0, 25
ROM::src/lilycove_lady.o, SetLilycoveLadyGfx, 0, 0, 14
ROM::src/lilycove_lady.o, QuizLadyRecordCustomQuizData, 0, 0, 13
ROM::src/lilycove_lady.o, HasAnotherPlayerGivenFavorLadyItem, 0, 0, 13
ROM::src/lilycove_lady.o, IsQuizAnswerCorrect, 0, 0, 10
ROM::src/lilycove_lady.o, ClearQuizLadyQuestionAndAnswer, 0, 0, 9
ROM::src/lilycove_lady.o, BufferFavorLadyItemName, 0, 0, 9
ROM::src/lilycove_lady.o, InitLilycoveLady, 0, 0, 9
ROM::src/lilycove_lady.o, QuizLadyPickNewQuestion, 0, 0, 8
ROM::src/lilycove_lady.o, IsFavorLadyThresholdMet, 0, 0, 8
ROM::src/lilycove_lady.o, GetFavorLadyState, 0, 0, 8
ROM::src/lilycove_lady.o, BufferQuizAuthorNameAndCheckIfLady, 0, 0, 8
ROM::src/lilycove_lady.o, InitLilycoveLadyRandomly, 0, 0, 8
ROM::src/lilycove_lady.o, BufferFavorLadyPlayerName, 0, 0, 8
ROM::src/lilycove_lady.o, FavorLadyGetPrize, 0, 0, 7
ROM::src/lilycove_lady.o, BufferContestLadyMonName, 0, 0, 7
ROM::src/lilycove_lady.o, GetQuizLadyState, 0, 0, 6
ROM::src/lilycove_lady.o, BufferFavorLadyRequest, 0, 0, 6
ROM::src/lilycove_lady.o, ShouldContestLadyShowGoOnAir, 0, 0, 6
ROM::src/lilycove_lady.o, ResetLilycoveLadyForRecordMix, 0, 0, 6
ROM::src/lilycove_lady.o, GetContestLadyPokeblockState, 0, 0, 6
ROM::src/lilycove_lady.o, GetContestLadyMonSpecies, 0, 0, 6
ROM::src/lilycove_lady.o, BufferQuizCorrectAnswer, 0, 0, 5
ROM::src/lilycove_lady.o, HasPlayerGivenContestLadyPokeblock, 0, 0, 5
ROM::src/lilycove_lady.o, BufferContestLadyPlayerName, 0, 0, 5
ROM::src/lilycove_lady.o, QuizLadySetWaitingForChallenger, 0, 0, 5
ROM::src/lilycove_lady.o, BufferQuizPrizeName, 0, 0, 4
ROM::src/lilycove_lady.o, ClearQuizLadyPlayerAnswer, 0, 0, 4
ROM::src/lilycove_lady.o, BufferQuizPrizeItem, 0, 0, 4
ROM::src/lilycove_lady.o, IsQuizLadyWaitingForChallenger, 0, 0, 4
ROM::src/lilycove_lady.o, DidFavorLadyLikeItem, 0, 0, 4
ROM::src/lilycove_lady.o, BufferContestLadyLanguage, 0, 0, 4
ROM::src/lilycove_lady.o, SetContestLadyGivenPokeblock, 0, 0, 4
ROM::src/lilycove_lady.o, SetQuizLadyState_Complete, 0, 0, 4
ROM::src/lilycove_lady.o, SetQuizLadyState_GivePrize, 0, 0, 4
ROM::src/lilycove_lady.o, BufferContestName, 0, 0, 3
ROM::src/lilycove_lady.o, Script_BufferContestLadyCategoryAndMonName, 0, 0, 3
ROM::src/lilycove_lady.o, SetFavorLadyState_Complete, 0, 0, 3
ROM::src/lilycove_lady.o, Script_DoesFavorLadyLikeItem, 0, 0, 3
ROM::src/lilycove_lady.o, QuizLadyTakePrizeForCustomQuiz, 0, 0, 2
ROM::src/lilycove_lady.o, QuizLadySetCustomQuestion, 0, 0, 2
ROM::src/lilycove_lady.o, GetLilycoveLadyId, 0, 0, 2
ROM::src/lilycove_lady.o, OpenPokeblockCaseForContestLady, 0, 0, 2
ROM::src/lilycove_lady.o, FieldCallback_QuizLadyEnableScriptContexts, 0, 0, 1
ROM::src/lilycove_lady.o, Script_QuizLadyOpenBagMenu, 0, 0, 1
ROM::src/lilycove_lady.o, QuizLadyGetPlayerAnswer, 0, 0, 1

ROM::src/egg_hatch.o, TOTAL, 0, 0, 504
ROM::src/egg_hatch.o, EggHatch, 0, 0, 361
ROM::src/egg_hatch.o, CheckDaycareMonReceivedMail, 0, 0, 37
ROM::src/egg_hatch.o, ScriptHatchMon, 0, 0, 19
ROM::src/egg_hatch.o, GetEggCyclesToSubtract, 0, 0, 10

ROM::src/tileset_anims.o, TOTAL, 0, 0, 499
ROM::src/tileset_anims.o, InitTilesetAnim_Building, 0, 0, 36
ROM::src/tileset_anims.o, UpdateTilesetAnimations, 0, 0, 29
ROM::src/tileset_anims.o, TransferTilesetAnimsBuffer, 0, 0, 8
ROM::src/tileset_anims.o, InitTilesetAnim_Pacifidlog, 0, 0, 6
ROM::src/tileset_anims.o, InitTilesetAnim_Mauville, 0, 0, 6
ROM::src/tileset_anims.o, InitTilesetAnim_BikeShop, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_MauvilleGym, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Cave, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_BattleFrontierOutsideEast, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_BattleFrontierOutsideWest, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Sootopolis, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_EverGrande, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Lavaridge, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Slateport, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Dewford, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Rustboro, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_BattlePyramid, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Fallarbor, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Fortree, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Lilycove, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Mossdeep, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Petalburg, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_General, 0, 0, 5
ROM::src/tileset_anims.o, InitTilesetAnim_Underwater, 0, 0, 4
ROM::src/tileset_anims.o, InitTilesetAnim_SootopolisGym, 0, 0, 4
ROM::src/tileset_anims.o, InitTilesetAnim_EliteFour, 0, 0, 4
ROM::src/tileset_anims.o, InitTilesetAnimations, 0, 0, 2
ROM::src/tileset_anims.o, InitSecondaryTilesetAnimation, 0, 0, 1

ROM::src/link_rfu_3.o, TOTAL, 0, 0, 486
ROM::src/link_rfu_3.o, RfuBackupQueue_Dequeue, 0, 0, 89
ROM::src/link_rfu_3.o, UpdateWirelessStatusIndicatorSprite, 0, 0, 70
ROM::src/link_rfu_3.o, SaveLinkTrainerNames, 0, 0, 51
ROM::src/link_rfu_3.o, InitHostRfuGameData, 0, 0, 29
ROM::src/link_rfu_3.o, CreateWirelessStatusIndicatorSprite, 0, 0, 26
ROM::src/link_rfu_3.o, Rfu_GetCompatiblePlayerData, 0, 0, 23
ROM::src/link_rfu_3.o, RfuSendQueue_Reset, 0, 0, 22
ROM::src/link_rfu_3.o, RfuRecvQueue_Enqueue, 0, 0, 22
ROM::src/link_rfu_3.o, RfuSendQueue_Enqueue, 0, 0, 21
ROM::src/link_rfu_3.o, RfuRecvQueue_Dequeue, 0, 0, 21
ROM::src/link_rfu_3.o, RfuSendQueue_Dequeue, 0, 0, 17
ROM::src/link_rfu_3.o, LoadWirelessStatusIndicatorSpriteGfx, 0, 0, 17
ROM::src/link_rfu_3.o, PlayerHasMetTrainerBefore, 0, 0, 13
ROM::src/link_rfu_3.o, DestroyWirelessStatusIndicatorSprite, 0, 0, 12
ROM::src/link_rfu_3.o, RfuBackupQueue_Enqueue, 0, 0, 12
ROM::src/link_rfu_3.o, Rfu_GetWonderDistributorPlayerData, 0, 0, 11
ROM::src/link_rfu_3.o, RfuRecvQueue_Reset, 0, 0, 11
ROM::src/link_rfu_3.o, CopyHostRfuGameDataAndUsername, 0, 0, 4

ROM::src/wild_encounter.o, TOTAL, 0, 0, 486
ROM::src/wild_encounter.o, DisableWildEncounters, 0, 0, 272
ROM::src/wild_encounter.o, StandardWildEncounter, 0, 0, 54
ROM::src/wild_encounter.o, SweetScentWildEncounter, 0, 0, 30
ROM::src/wild_encounter.o, RockSmashWildEncounter, 0, 0, 13
ROM::src/wild_encounter.o, FishingWildEncounter, 0, 0, 13
ROM::src/wild_encounter.o, GetLocalWaterMon, 0, 0, 8
ROM::src/wild_encounter.o, DoesCurrentMapHaveFishingMons, 0, 0, 7
ROM::src/wild_encounter.o, GetLocalWildMon, 0, 0, 2

ROM::src/battle_anim_normal.o, TOTAL, 0, 0, 478
ROM::src/battle_anim_normal.o, AnimTask_TintPalettes, 0, 0, 98
ROM::src/battle_anim_normal.o, UnpackSelectedBattlePalettes, 0, 0, 57
ROM::src/battle_anim_normal.o, AnimTask_FlashAnimTagWithColor, 0, 0, 47
ROM::src/battle_anim_normal.o, AnimTask_BlendColorCycleExclude, 0, 0, 46
ROM::src/battle_anim_normal.o, AnimTask_BlendColorCycleByTag, 0, 0, 34
ROM::src/battle_anim_normal.o, AnimTask_BlendColorCycle, 0, 0, 33
ROM::src/battle_anim_normal.o, AnimTask_InvertScreenColor, 0, 0, 16

ROM::src/field_tasks.o, TOTAL, 0, 0, 472
ROM::src/field_tasks.o, ResetFieldTasksArgs, 0, 0, 251
ROM::src/field_tasks.o, SetUpFieldTasks, 0, 0, 13
ROM::src/field_tasks.o, ActivatePerStepCallback, 0, 0, 9

ROM::src/pokedex_area_screen.o, TOTAL, 0, 0, 465

ROM::src/pokenav_conditions.o, TOTAL, 0, 0, 449
ROM::src/pokenav_conditions.o, CopyStringLeftAlignedToConditionData, 0, 0, 210
ROM::src/pokenav_conditions.o, FreeConditionGraphMenuSubstruct1, 0, 0, 64
ROM::src/pokenav_conditions.o, LoadConditionGraphMenuGfx, 0, 0, 48
ROM::src/pokenav_conditions.o, GetConditionGraphMenuCallback, 0, 0, 42
ROM::src/pokenav_conditions.o, LoadNextConditionMenuMonData, 0, 0, 16
ROM::src/pokenav_conditions.o, PokenavCallback_Init_ConditionGraph_Search, 0, 0, 9
ROM::src/pokenav_conditions.o, PokenavCallback_Init_ConditionGraph_Party, 0, 0, 9
ROM::src/pokenav_conditions.o, TryGetMonMarkId, 0, 0, 6
ROM::src/pokenav_conditions.o, GetConditionMonLocationText, 0, 0, 4
ROM::src/pokenav_conditions.o, IsConditionMenuSearchMode, 0, 0, 4
ROM::src/pokenav_conditions.o, GetConditionMonNameText, 0, 0, 4
ROM::src/pokenav_conditions.o, GetConditionMonPicGfx, 0, 0, 4
ROM::src/pokenav_conditions.o, GetConditionGraphMenuCurrentLoadIndex, 0, 0, 3
ROM::src/pokenav_conditions.o, GetConditionGraphMenuToLoadId, 0, 0, 3
ROM::src/pokenav_conditions.o, GetConditionMonPal, 0, 0, 3
ROM::src/pokenav_conditions.o, GetConditionGraphMenuToLoadListIndex, 0, 0, 3
ROM::src/pokenav_conditions.o, GetConditionGraphPtr, 0, 0, 2
ROM::src/pokenav_conditions.o, GetConditionMonDataBuffer, 0, 0, 2
ROM::src/pokenav_conditions.o, GetConditionGraphCurrentListIndex, 0, 0, 2
ROM::src/pokenav_conditions.o, GetMonListCount, 0, 0, 2

ROM::src/rogue_script.o, TOTAL, 0, 0, 448
ROM::src/rogue_script.o, Rogue_ApplyBerryTreat, 0, 0, 49
ROM::src/rogue_script.o, Rogue_RandomisePartyMon, 0, 0, 40
ROM::src/rogue_script.o, Rogue_AlterMonIVs, 0, 0, 38
ROM::src/rogue_script.o, RogueDebug_StartBattle, 0, 0, 32
ROM::src/rogue_script.o, RogueDebug_FillGenPC, 0, 0, 30
ROM::src/rogue_script.o, Rogue_ApplyStatusToMon, 0, 0, 21
ROM::src/rogue_script.o, Rogue_ApplyMonCombo, 0, 0, 20
ROM::src/rogue_script.o, Rogue_GetMonEvoParams, 0, 0, 20
ROM::src/rogue_script.o, Rogue_SeedRandomGenerators, 0, 0, 15
ROM::src/rogue_script.o, Rogue_GetMonEvoCount, 0, 0, 14
ROM::src/rogue_script.o, Rogue_CheckMonCombo, 0, 0, 12
ROM::src/rogue_script.o, Rogue_BufferCampaignName, 0, 0, 12
ROM::src/rogue_script.o, RogueDebug_CollectAllQuests, 0, 0, 11
ROM::src/rogue_script.o, Rogue_GetCampaignHighScore, 0, 0, 10
ROM::src/rogue_script.o, Rogue_GetNextUnlockedCampaign, 0, 0, 10
ROM::src/rogue_script.o, Rogue_GetBufferedShinySpecies, 0, 0, 10
ROM::src/rogue_script.o, RogueDebug_CompleteAvaliableQuests, 0, 0, 8
ROM::src/rogue_script.o, Rogue_GetUnlockedCampaignCount, 0, 0, 8
ROM::src/rogue_script.o, Rogue_ChangeMonBall, 0, 0, 6
ROM::src/rogue_script.o, Rogue_CheckPartyHasRoomForMon, 0, 0, 6
ROM::src/rogue_script.o, Rogue_GetFollowMonSpecies, 0, 0, 6
ROM::src/rogue_script.o, Rogue_GetTrainerNum, 0, 0, 6
ROM::src/rogue_script.o, Rogue_ReleaseMonInSlot, 0, 0, 5
ROM::src/rogue_script.o, Rogue_ReleaseMonInSlot_NoLabBuffering, 0, 0, 5
ROM::src/rogue_script.o, Rogue_GiveLabMon, 0, 0, 4
ROM::src/rogue_script.o, Rogue_CheckBerryTreat, 0, 0, 4
ROM::src/rogue_script.o, Rogue_Popup, 0, 0, 3
ROM::src/rogue_script.o, Rogue_IsMultiplayerActive, 0, 0, 3
ROM::src/rogue_script.o, Rogue_IsMultiplayerHost, 0, 0, 3
ROM::src/rogue_script.o, Rogue_BufferLabMonName, 0, 0, 3
ROM::src/rogue_script.o, Rogue_AnyNewQuestsPending, 0, 0, 3
ROM::src/rogue_script.o, RogueDebug_ClearQuests, 0, 0, 2
ROM::src/rogue_script.o, Rogue_RunRewardLvls, 0, 0, 2
ROM::src/rogue_script.o, Rogue_RunRewardMoney, 0, 0, 2
ROM::src/rogue_script.o, Rogue_ClearCharmsAndCurses, 0, 0, 2
ROM::src/rogue_script.o, Rogue_CalcMaxPartySize, 0, 0, 2
ROM::src/rogue_script.o, Rogue_ChooseMiniBossRewardMons, 0, 0, 1
